384	2991	332	1986024	993344	0.9962025443216165
32	3788	2947	22326472	11166183	0.2327336541811625
320	1939	3144	12192432	6099360	0.695464640657107
64	3205	865	5544650	2773190	0.12203413379689057
224	2848	2315	13186240	6595435	0.3949109332760175
96	2125	3962	16838500	8423212	0.2690758379300435
352	2883	3792	21864672	10936128	0.8749644802014033
32	3109	2526	15706668	7855860	0.14623178785045943
384	3024	3504	21192192	10599600	0.8599186134338379
288	3769	1090	8216420	4109300	0.36018517196178435
256	396	343	271656	136171	0.07847296014428139
288	2203	2225	9803350	4903900	0.3771024003624916
416	1103	272	600032	300288	0.0996094936877489
352	4015	3082	24748460	12377312	0.943401707013448
384	586	2826	3312072	1658862	0.194294080833594
320	2274	519	2360412	1180725	0.15126325443387031
448	899	1528	2747344	1375200	0.16157909269134205
384	1230	3128	7694880	3850568	0.4126925860842069
256	554	2030	2249240	1126650	0.10882613345980645
256	457	1285	1174490	588530	0.09182432025671006
64	3234	2837	18349716	9177695	0.2861211739977201
256	612	1783	2182392	1092979	0.10957034627596537
480	2359	1770	8350860	4177200	0.4476756265759468
416	1903	3141	11954646	5980464	0.6344194124142329
256	1610	1335	4298700	2150685	0.18372448002298672
416	2501	1086	5432172	2717172	0.3099207454919815
384	1895	269	1019510	510024	0.12405898700157801
512	734	3744	5496192	2751840	0.34015733311573665
448	2267	3009	13642806	6824412	0.7498283718029658
32	3524	247	1740856	870675	0.07661578722298146
64	1666	1158	3858456	1930386	0.10278805250922839
192	2326	4094	19045288	9526738	0.4754025607307752
256	3375	1619	10928250	5465744	0.32303615937630337
64	2041	3581	14617642	7312402	0.1560699733098348
384	3487	2657	18529918	9267616	0.75712864001592
320	3042	108	657072	328644	0.09924192031224568
448	181	1896	686352	345072	0.08147978618741035
448	244	1781	869128	436345	0.08892714634537696
96	3275	1201	7866550	3934476	0.14200288032492
32	2770	3860	21384400	10696060	0.18266026670734087
192	681	3063	4171806	2088966	0.16352938517928123
416	2995	3559	21318410	10662764	0.9547700264056523
128	1903	2855	10866130	5435920	0.20428714528679848
32	441	2655	2341710	1173510	0.06665824001034101
352	999	1898	3792204	1898000	0.18202122723062833
256	3741	2177	16288314	8146334	0.5463596800963084
288	3558	1927	13712532	6858193	0.5354437329371771
256	577	998	1151692	576844	0.08982879996299743
128	273	1230	671580	337020	0.06733717327316602
224	3112	1477	9192848	4597901	0.34881120214859646
288	1902	1258	4785432	2393974	0.20131327966849008
512	3256	93	605616	302901	0.12959562664230664
480	3330	3634	24202440	12104854	1.443600533803304
288	913	759	1385934	693726	0.10173504017293453
256	3651	140	1022280	511280	0.115637760485212
320	2129	2486	10585388	5295180	0.38421578844388327
224	547	3248	3553312	1779904	0.15391989375154178
192	3388	2745	18600120	9302805	0.3853953070441882
256	1799	667	2399866	1200600	0.13870592032869658
64	1678	2949	9896844	4951371	0.17444970672329266
160	180	667	240120	120727	0.06828266690174739
448	935	3068	5737160	2871648	0.299365758895874
512	1022	4060	8298640	4153380	0.3981277859210968
160	1242	3071	7628364	3817253	0.21811189328630765
352	2797	745	4167530	2084510	0.20494410509864489
416	116	1163	269816	136071	0.06751968013743559
96	2583	3766	19455156	9731344	0.30709120164314907
64	1987	3701	14707774	7357588	0.15663967922329902
128	3905	3808	29740480	14874048	0.4684208011627197
512	2393	520	2488720	1244880	0.19881194745500883
416	999	1796	3588408	1796000	0.22108586664001148
480	3006	668	4016016	2008676	0.3408420272668203
160	3615	3954	28587420	14297664	0.7437548796335857
256	149	3711	1105878	556650	0.09137546675900618
96	1111	2096	4657312	2330752	0.12692661300301553
320	2402	3488	16756352	8381664	0.630402560432752
256	1529	2822	8629676	4317660	0.29016202559073767
64	687	377	517998	259376	0.07595146713157495
224	1971	3594	14167548	7087368	0.41961472064256666
416	1891	2811	10631202	5318412	0.6157451709111531
352	1317	2454	6463836	3234372	0.25752255832155546
128	3576	1613	11536176	5769701	0.2077221324046453
448	2265	1856	8407680	4205696	0.43648095975319545
32	407	3523	2867722	1437384	0.06860810694595178
64	2473	1899	9392454	4698126	0.1289530665675799
480	3876	3713	28783176	14395301	2.4047598854700722
160	3201	540	3457080	1729080	0.1652540789047877
512	1180	126	297360	148806	0.08851423998673758
128	3452	4074	28126896	14067522	0.470511573155721
64	1913	3608	13804208	6905712	0.15859039853016535
160	1347	2895	7799130	3902460	0.22228256007035574
384	3614	232	1676896	838680	0.15581984023253123
256	2963	3407	20189882	10098348	0.5474387202660242
32	1759	2232	7852176	3928320	0.11781525370975335
288	740	625	925000	463125	0.08774464006225267
416	169	1718	580684	292060	0.07580000100036462
416	2197	4033	17721002	8864534	0.839138132929802
32	3503	1454	10186724	5094816	0.13340031956632933
512	1293	2134	5518524	2761396	0.2651283186674118
224	2145	2794	11986260	5995924	0.3487124256292979
96	3387	2957	20030718	10018316	0.3234186665217082
448	3349	2991	20033718	10019850	0.9303269318739573
224	2849	817	4655266	2328450	0.18437109371026358
64	2207	1311	5786754	2894688	0.11775264052053293
288	620	3006	3727440	1866726	0.16535839930176735
448	2702	97	524188	262191	0.10982720002532005
96	660	1798	2373360	1188478	0.08345653300484021
320	2992	2532	15151488	7578276	0.5506471484899521
32	1748	2143	7491928	3748107	0.10591146598259608
64	664	2909	3863152	1934485	0.10007776059210301
256	3871	225	1741950	871200	0.12966421278814474
512	295	1252	738680	370592	0.09318154715001584
448	3610	327	2360940	1180797	0.1601237325867017
192	702	3520	4942080	2474560	0.15520426765084266
480	3405	1805	12292050	6147830	0.6654700795809428
352	473	4082	3861572	1934868	0.21392010579506557
416	3389	3279	22225062	11115810	1.0147286421060562
96	1604	675	2165400	1083375	0.08832117319107055
160	171	2361	807462	406092	0.07647712056835493
416	502	3495	3508980	1757985	0.1827614936232567
32	2813	3942	22177692	11092788	0.18675946737329166
288	3465	2027	14047110	7025582	0.5289451737205187
448	3441	1323	9104886	4553766	0.4350617585579554
64	3430	1079	7401940	3702049	0.14622912074128785
256	305	1986	1211460	607716	0.08515999967853229
32	3173	854	5419484	2710596	0.10115456024805705
352	2001	3285	13146570	6576570	0.5212350914875666
224	3887	2680	20834320	10419840	0.5656028799215953
224	1238	3467	8584292	4295613	0.27343029181162515
448	4012	3387	27177288	13592031	1.5358362670739492
224	871	3353	5840926	2923816	0.22074954683581988
224	2071	2711	11228962	5617192	0.3237838933865229
224	1834	86	315448	157810	0.0761574404935042
224	2121	1729	7334418	3668938	0.22193610707918804
384	2162	891	3852684	1927233	0.18237152044971783
